MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,Age_House,Age_Renovation,Garage_age,TotalSF
C (all),66.0,8712,0,1,3,Bnk,AllPub,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,4,CBlock,4,4,0,6,0.0,6,0.0,540.0,540.0,GasA,4,0,FuseA,1044,0,0,1044,0.0,0.0,1,0,2,1,1,4,6,0,3,Basment,3,2.0,504.0,5,0,0,0,0,0,0,3,4,Shed,54,4,WD,Alloca,55993.0,68,68,68.0,1584.0
RL,75.0,9750,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,3,4,CBlock,4,4,3,5,608.0,6,0.0,834.0,1442.0,GasA,2,1,SBrkr,1442,0,0,1442,0.0,0.0,1,1,4,1,3,7,6,0,3,Attchd,2,1.0,301.0,5,2,0,0,275,0,0,3,4,Shed,500,1,COD,Normal,157900.0,62,62,62.0,2884.0
RL,45.0,8248,1,0,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Stucco,Stucco,None,0.0,3,4,BrkTil,4,4,3,6,0.0,6,0.0,686.0,686.0,GasW,2,1,SBrkr,686,564,0,1250,0.0,1.0,1,1,3,1,1,7,6,0,3,Detchd,3,1.0,280.0,5,1,207,0,96,0,0,3,4,None,0,0,WD,Normal,116000.0,102,70,65.0,1936.0
RL,48.0,12137,1,1,1,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,3,4,PConc,2,4,3,6,0.0,6,0.0,1649.0,1649.0,GasA,0,1,SBrkr,1661,0,0,1661,0.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,2,2.0,598.0,5,2,0,34,0,0,0,3,4,None,0,4,WD,Normal,224900.0,22,22,22.0,3310.0
RL,91.202,11425,1,1,0,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,4,CBlock,4,4,3,1,486.0,6,0.0,522.0,1008.0,GasA,2,1,SBrkr,1008,0,0,1008,0.0,0.0,1,0,2,1,3,4,6,1,2,Attchd,2,1.0,275.0,5,2,0,0,120,0,0,3,4,None,0,0,WD,Normal,137000.0,66,66,66.0,2016.0
RL,51.442,13265,1,1,0,Lvl,AllPub,CulDSac,0,Mitchel,Norm,Norm,1Fam,1Story,8,4,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,2,4,PConc,2,4,3,2,1218.0,6,0.0,350.0,1568.0,GasA,0,1,SBrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,2,7,6,2,2,Attchd,2,3.0,857.0,5,2,150,59,0,0,0,3,4,None,0,2,WD,Normal,271000.0,18,18,18.0,3257.0
RL,80.0,8816,1,1,3,Lvl,AllPub,Inside,0,ClearCr,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,3,4,CBlock,4,4,0,2,504.0,6,0.0,506.0,1010.0,GasA,2,1,SBrkr,1052,0,0,1052,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,3,2.0,440.0,5,2,0,0,0,0,0,3,2,None,0,4,WD,Normal,155000.0,49,49,49.0,2062.0
RL,44.0,6371,1,1,0,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,2,4,PConc,2,4,2,2,733.0,6,0.0,625.0,1358.0,GasA,0,1,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,2,6,6,1,2,Attchd,2,2.0,484.0,5,2,192,35,0,0,0,3,4,None,0,4,New,Partial,224000.0,11,10,10.0,2716.0
RL,72.0,7226,1,1,0,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,798.0,798.0,GasA,0,1,SBrkr,798,842,0,1640,0.0,0.0,2,1,3,1,2,6,6,0,3,Attchd,2,2.0,595.0,5,2,0,45,0,0,0,3,4,None,0,2,WD,Normal,183000.0,17,17,17.0,2438.0
RM,60.0,6000,1,2,3,Bnk,AllPub,Inside,1,OldTown,Norm,Norm,2fmCon,1Story,4,3,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,4,CBlock,1,4,3,6,0.0,6,0.0,936.0,936.0,GasA,4,0,SBrkr,936,0,0,936,0.0,0.0,1,0,2,1,3,4,3,0,3,Detchd,3,2.0,576.0,5,2,0,32,112,0,0,3,4,None,0,3,WD,Normal,93000.0,67,67,46.0,1872.0
RL,99.936,12394,1,1,0,Lvl,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,1,6,0.0,6,0.0,847.0,847.0,GasA,0,1,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,2,7,6,1,2,BuiltIn,0,2.0,433.0,5,2,100,48,0,0,0,3,4,None,0,1,WD,Family,225000.0,17,17,17.0,2580.0
RL,60.0,9900,1,1,3,Lvl,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,4,4,3,6,0.0,6,0.0,778.0,778.0,GasA,4,1,SBrkr,944,545,0,1489,0.0,0.0,2,0,3,1,3,7,6,1,2,Detchd,3,1.0,240.0,5,2,335,0,0,0,0,3,1,None,0,3,WD,Normal,139500.0,80,70,80.0,2267.0
FV,81.0,11216,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,1,3,6,0.0,6,0.0,1489.0,1489.0,GasA,0,1,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,2,7,6,1,2,Attchd,2,2.0,776.0,5,2,0,140,0,0,0,3,4,None,0,0,New,Partial,232600.0,14,14,14.0,2978.0
RL,114.0,14803,1,1,3,Lvl,AllPub,Inside,0,NridgHt,PosN,PosN,1Fam,1Story,10,4,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,0,4,PConc,0,4,0,2,1636.0,6,0.0,442.0,2078.0,GasA,0,1,SBrkr,2084,0,0,2084,1.0,0.0,2,0,2,1,0,7,6,1,2,Attchd,0,3.0,1220.0,5,2,188,45,0,0,0,3,4,None,0,2,New,Partial,385000.0,13,12,13.0,4162.0
RM,50.0,6130,1,1,3,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Unf,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,3,0,784.0,6,0.0,0.0,784.0,GasA,2,1,SBrkr,784,0,0,784,1.0,0.0,1,0,2,1,2,5,6,0,3,None,1,0.0,0.0,3,2,0,0,116,0,0,3,4,None,0,2,WD,Normal,109500.0,96,70,96.0,1568.0
RL,65.0,8529,1,1,0,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,2,20.0,6,0.0,1434.0,1454.0,GasA,0,1,SBrkr,1434,0,0,1434,0.0,0.0,2,0,3,1,2,6,6,1,5,Attchd,2,2.0,527.0,5,2,290,39,0,0,0,3,4,None,0,3,WD,Normal,189000.0,19,19,19.0,2888.0
RL,116.486,28698,1,1,1,Low,AllPub,CulDSac,2,ClearCr,Norm,Norm,1Fam,2Story,5,4,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,4,PConc,4,1,1,3,249.0,0,764.0,0.0,1013.0,GasA,4,1,SBrkr,1160,966,0,2126,0.0,1.0,2,1,3,1,3,7,3,0,3,Attchd,0,2.0,538.0,5,2,486,0,0,0,225,3,4,None,0,3,WD,Abnorml,185000.0,53,53,53.0,3139.0
FV,24.0,2544,1,2,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,7,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,600.0,600.0,GasA,0,1,SBrkr,520,623,80,1223,0.0,0.0,2,1,2,1,2,4,6,0,3,Detchd,2,2.0,480.0,5,2,0,166,0,0,0,3,4,None,0,0,WD,Normal,147400.0,15,15,15.0,1743.0
RL,80.0,11900,1,1,0,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,3,4,CBlock,4,4,3,5,1040.0,6,0.0,352.0,1392.0,GasA,4,1,FuseA,1392,0,0,1392,1.0,0.0,1,1,3,1,3,6,6,2,2,Attchd,2,2.0,458.0,5,2,0,0,0,0,192,3,4,None,0,2,WD,Normal,166000.0,63,63,63.0,2784.0
FV,30.0,3180,1,2,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,TwnhsE,2Story,7,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,600.0,600.0,GasA,0,1,SBrkr,520,600,80,1200,0.0,0.0,2,1,2,1,2,4,6,0,3,Detchd,2,2.0,480.0,5,2,0,166,0,0,0,3,4,None,0,0,WD,Normal,151000.0,15,15,15.0,1720.0
RL,44.0,9548,1,1,0,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,2,4,PConc,2,4,3,2,483.0,6,0.0,458.0,941.0,GasA,0,1,SBrkr,941,888,0,1829,1.0,0.0,2,1,3,1,2,7,6,1,5,Attchd,2,2.0,613.0,5,2,192,39,0,0,0,3,4,None,0,4,WD,Normal,237000.0,17,17,17.0,2770.0
RL,100.0,10004,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,3,4,CBlock,4,4,3,5,196.0,1,345.0,975.0,1516.0,GasA,4,1,SBrkr,1516,0,0,1516,0.0,0.0,1,1,3,1,3,6,6,0,3,Attchd,2,2.0,472.0,5,2,0,0,0,0,152,3,4,None,0,3,WD,Normal,167000.0,56,56,56.0,3032.0
RL,75.0,7875,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,3,4,CBlock,4,4,3,5,572.0,6,0.0,572.0,1144.0,GasA,2,1,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,3,2.0,456.0,5,2,0,0,0,0,0,3,1,None,0,2,WD,Normal,139950.0,59,59,59.0,2288.0
RL,60.0,9600,1,1,3,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,VinylSd,HdBoard,None,0.0,3,4,CBlock,2,4,3,1,442.0,6,0.0,625.0,1067.0,GasA,4,1,SBrkr,1067,0,0,1067,0.0,0.0,2,0,2,1,2,4,3,0,3,Attchd,3,2.0,436.0,5,2,290,0,0,0,0,3,4,None,0,4,WD,Normal,128000.0,70,25,24.0,2134.0
RM,90.0,8100,1,2,3,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,4,4,3,5,338.0,6,0.0,1221.0,1559.0,GasA,2,1,SBrkr,1559,0,0,1559,1.0,0.0,1,0,2,1,3,5,3,0,3,Detchd,3,2.0,812.0,5,2,0,116,230,0,0,3,1,None,0,1,COD,Normal,153500.0,72,47,72.0,3118.0
RM,21.0,1680,1,1,3,Lvl,AllPub,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,3,4,CBlock,4,4,3,1,330.0,6,0.0,153.0,483.0,GasA,4,1,SBrkr,483,504,0,987,1.0,0.0,1,1,2,1,3,5,6,0,3,Detchd,3,1.0,264.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Normal,100000.0,47,47,47.0,1470.0
RL,75.0,9525,1,1,3,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,1099.0,1099.0,GasA,0,1,SBrkr,1099,0,0,1099,0.0,0.0,1,1,3,1,2,6,6,0,3,Attchd,3,1.0,352.0,5,2,278,0,0,0,0,3,4,None,0,2,WD,Normal,144000.0,25,14,21.0,2198.0
RL,70.0,11767,1,1,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,1,352.0,6,0.0,416.0,768.0,GasA,0,1,SBrkr,768,432,0,1200,0.0,0.0,1,0,3,1,3,6,6,0,3,Detchd,3,1.0,240.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Normal,130500.0,74,25,74.0,1968.0
RH,85.374,12155,1,1,0,Lvl,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,4,3,1,156.0,6,0.0,516.0,672.0,GasA,4,0,SBrkr,810,672,0,1482,0.0,0.0,2,0,4,1,1,7,6,0,3,Detchd,3,1.0,400.0,5,1,0,0,254,0,0,3,4,None,0,2,WD,Normal,140000.0,95,70,86.0,2154.0
RM,60.0,10440,1,0,3,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,650.0,650.0,GasA,2,1,SBrkr,958,581,0,1539,0.0,0.0,2,0,3,1,2,8,6,1,4,Detchd,3,2.0,686.0,5,1,70,78,68,0,0,3,4,None,0,2,WD,Normal,157500.0,116,18,37.0,2189.0
RL,82.0,9020,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3,4,CBlock,4,4,1,5,312.0,0,539.0,276.0,1127.0,GasA,4,1,SBrkr,1165,0,0,1165,1.0,0.0,1,1,3,1,3,6,6,0,3,Attchd,2,2.0,490.0,2,2,0,129,0,0,0,3,0,None,0,2,WD,Normal,174900.0,54,54,54.0,2292.0
RL,80.0,8000,1,1,3,Lvl,AllPub,Corner,0,NAmes,Artery,Norm,Duplex,1Story,5,3,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,1800.0,1800.0,GasA,0,0,SBrkr,1800,0,0,1800,0.0,0.0,2,0,6,2,3,10,6,0,3,None,1,0.0,0.0,3,2,0,0,0,0,0,3,4,None,0,1,WD,Normal,141000.0,59,59,59.0,3600.0
RM,100.0,12665,1,0,0,Lvl,AllPub,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,4,2,6,0.0,6,0.0,876.0,876.0,GasA,2,1,SBrkr,876,540,0,1416,0.0,0.0,1,1,4,1,3,7,6,1,2,Detchd,3,3.0,720.0,5,2,418,0,194,0,0,3,4,None,0,2,WD,Normal,153900.0,105,70,71.0,2292.0
RL,47.148,16647,1,1,0,Lvl,AllPub,CulDSac,0,Sawyer,RRAe,Norm,1Fam,SFoyer,5,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,2,4,1,0,1390.0,6,0.0,0.0,1390.0,GasA,4,1,SBrkr,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,3,2,5,Basment,0,2.0,611.0,5,2,0,0,0,0,0,3,4,None,0,1,WD,Normal,171000.0,45,39,45.0,3091.0
RL,75.0,9317,1,1,3,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,2,4,PConc,2,4,3,0,513.0,6,0.0,227.0,740.0,GasA,0,1,SBrkr,1006,769,0,1775,1.0,0.0,2,1,3,1,2,7,6,1,5,Attchd,3,2.0,425.0,5,2,234,72,192,0,0,3,4,None,0,3,WD,Normal,213000.0,27,27,27.0,2515.0
RL,36.0,15523,1,1,0,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,4,0,1,460.0,6,0.0,404.0,864.0,GasA,0,1,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,3,5,6,1,1,Attchd,3,1.0,338.0,5,2,0,0,0,0,0,3,4,None,0,3,WD,Normal,133500.0,48,48,48.0,1728.0
RL,75.0,45600,1,1,1,Bnk,AllPub,Inside,0,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,4,3,6,0.0,6,0.0,907.0,907.0,GasA,4,1,SBrkr,1307,1051,0,2358,0.0,0.0,3,0,5,1,3,10,6,1,2,Detchd,3,2.0,360.0,5,2,486,40,0,0,175,3,4,None,0,2,WD,Normal,240000.0,112,23,112.0,3265.0
RL,80.0,9600,1,1,3,Lvl,AllPub,FR2,0,Veenker,Feedr,Norm,1Fam,SLvl,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,2,2,CBlock,4,4,3,6,0.0,6,0.0,528.0,528.0,GasA,0,1,SBrkr,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,6,1,5,Attchd,2,2.0,512.0,5,2,113,100,0,0,0,3,4,None,0,1,WD,Normal,187000.0,44,26,44.0,2383.0
RM,36.0,4435,1,1,3,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,2,4,PConc,2,4,0,2,659.0,6,0.0,189.0,848.0,GasA,0,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,2,3,6,0,3,Attchd,0,2.0,420.0,5,2,140,0,0,0,0,3,4,None,0,1,WD,Normal,131500.0,17,17,17.0,1696.0
RL,43.0,3196,1,1,3,Lvl,AllPub,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,8,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,2,4,PConc,2,4,1,6,0.0,6,0.0,1273.0,1273.0,GasA,0,1,SBrkr,1456,0,0,1456,0.0,0.0,2,0,2,1,2,7,6,1,5,Attchd,0,2.0,400.0,5,2,143,20,0,0,0,3,4,None,0,0,WD,Normal,215000.0,17,17,17.0,2729.0
RL,53.0,7128,1,1,3,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,2.5Unf,7,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,3,5,364.0,6,0.0,554.0,918.0,GasA,2,1,SBrkr,918,728,0,1646,0.0,0.0,2,0,4,1,3,7,6,2,2,Detchd,3,1.0,240.0,5,2,0,0,0,0,126,3,2,None,0,1,WD,Normal,164000.0,79,70,79.0,2564.0
RL,90.608,12095,1,1,0,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,3,2,CBlock,4,4,1,5,564.0,6,0.0,563.0,1127.0,GasA,4,1,SBrkr,1445,0,0,1445,0.0,0.0,1,1,3,1,3,7,6,1,1,Attchd,2,2.0,645.0,5,2,180,0,0,0,0,3,2,None,0,3,WD,Normal,158000.0,56,56,56.0,2572.0
RL,102.0,17920,1,1,3,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,Wd Sdng,Plywood,None,0.0,3,4,CBlock,4,4,2,0,306.0,5,1085.0,372.0,1763.0,GasA,4,1,SBrkr,1779,0,0,1779,1.0,0.0,1,1,3,1,3,6,6,1,2,Attchd,3,2.0,454.0,5,2,0,418,0,0,312,3,4,None,0,0,WD,Abnorml,170000.0,65,46,65.0,3542.0
RL,74.497,6897,1,1,0,Lvl,AllPub,Corner,0,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,CBlock,4,4,3,0,659.0,6,0.0,381.0,1040.0,GasA,0,1,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,6,0,3,Detchd,3,1.0,260.0,5,2,0,104,0,0,0,3,4,None,0,4,WD,Normal,127000.0,58,10,58.0,2080.0
RL,73.5,10970,1,1,0,Low,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,Plywood,HdBoard,None,0.0,3,4,CBlock,2,1,1,2,505.0,3,435.0,0.0,940.0,GasA,4,1,SBrkr,1026,0,0,1026,1.0,0.0,1,0,3,1,3,5,6,0,3,Detchd,3,2.0,576.0,1,2,0,0,34,0,0,3,2,None,0,2,WD,Normal,147000.0,42,42,39.0,1966.0
RL,65.0,8125,1,1,3,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,702.0,702.0,GasA,2,1,SBrkr,702,779,0,1481,0.0,0.0,2,1,3,1,3,6,6,1,5,Attchd,0,2.0,343.0,5,2,0,36,0,0,0,3,4,None,0,3,WD,Normal,174000.0,26,25,26.0,2183.0
RL,80.0,10400,1,1,3,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,4,CBlock,2,4,3,6,0.0,6,0.0,1090.0,1090.0,GasA,4,1,SBrkr,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,6,1,5,Attchd,2,2.0,479.0,5,2,0,0,0,0,0,3,2,None,0,3,WD,Family,152000.0,44,44,44.0,2460.0
RL,88.254,11029,1,1,0,Lvl,AllPub,Corner,0,NWAmes,PosA,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,4,CBlock,4,4,2,1,619.0,6,0.0,435.0,1054.0,GasA,4,1,SBrkr,1512,1142,0,2654,1.0,0.0,2,1,4,1,2,9,6,1,2,Attchd,3,2.0,619.0,5,2,0,65,0,0,222,3,4,None,0,0,WD,Normal,250000.0,52,36,52.0,3708.0
RL,55.0,7642,1,1,3,Lvl,AllPub,Corner,0,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,BrkTil,4,4,3,6,0.0,6,0.0,912.0,912.0,GasA,2,1,SBrkr,912,514,0,1426,0.0,0.0,1,1,3,1,2,7,6,1,2,Detchd,3,1.0,216.0,5,2,0,240,0,0,0,3,0,None,0,1,WD,Normal,189950.0,102,22,95.0,2338.0
RL,75.0,11625,1,1,3,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,2fmCon,1Story,5,3,Hip,CompShg,Plywood,HdBoard,None,0.0,3,4,PConc,4,4,2,1,841.0,6,0.0,198.0,1039.0,GasA,0,1,SBrkr,1039,0,0,1039,1.0,0.0,1,1,3,1,3,6,6,0,3,Attchd,3,2.0,504.0,5,2,0,0,0,0,0,3,4,None,0,4,WD,Normal,131500.0,55,55,55.0,2078.0
RL,81.0,9672,1,1,3,Lvl,AllPub,Corner,0,SawyerW,Norm,Norm,1Fam,1Story,6,4,Hip,CompShg,HdBoard,Plywood,None,0.0,3,4,PConc,2,4,3,2,338.0,6,0.0,702.0,1040.0,GasA,4,1,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,6,0,3,Attchd,3,2.0,480.0,5,2,0,0,0,0,0,3,0,None,0,4,WD,Normal,152000.0,36,35,34.0,2137.0
RL,70.0,7931,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,BrkFace,Plywood,None,0.0,3,4,CBlock,4,4,3,1,1148.0,6,0.0,0.0,1148.0,GasA,4,1,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,3,1.0,672.0,5,2,0,0,0,0,0,3,0,None,0,3,WD,Normal,132500.0,61,61,61.0,2296.0
FV,72.0,8640,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,0,4,3,6,0.0,6,0.0,1372.0,1372.0,GasA,0,1,SBrkr,1372,0,0,1372,0.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,0,2.0,529.0,5,2,0,140,0,0,0,3,4,None,0,2,New,Partial,250580.0,13,12,12.0,2744.0
RL,72.488,8750,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,4,CBlock,4,4,3,1,828.0,6,0.0,174.0,1002.0,GasA,4,1,SBrkr,1002,0,0,1002,1.0,0.0,1,0,3,1,3,5,6,0,3,Detchd,3,2.0,902.0,5,2,0,0,0,0,0,3,2,None,0,3,WD,Normal,148500.0,50,50,47.0,2004.0
RL,67.0,10656,1,1,0,HLS,AllPub,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,4,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,2,4,PConc,2,4,0,6,0.0,6,0.0,1638.0,1638.0,GasA,0,1,SBrkr,1646,0,0,1646,0.0,0.0,2,0,3,1,2,6,6,1,2,Attchd,2,3.0,870.0,5,2,192,80,0,0,0,3,4,None,0,1,New,Partial,248900.0,14,13,13.0,3284.0
RL,85.0,6970,1,1,3,Lvl,AllPub,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,0,932.0,6,0.0,108.0,1040.0,GasA,4,1,SBrkr,1120,0,0,1120,1.0,0.0,1,1,3,1,1,5,6,0,3,Attchd,2,2.0,544.0,5,2,168,0,0,0,0,3,4,Shed,400,1,WD,Normal,129000.0,59,59,59.0,2160.0
